id,genre,lead_actor_tier,writer_experience,channel,episodes,budget_billion_won,release_quarter,timeslot,is_remake,lead_actor_age,avg_rating
390,로맨스,4,8,지상파,12,63.1,2,주말저녁,0,40,13.04
391,판타지,1,21,지상파,24,27.4,1,평일심야,0,37,7.07
392,코미디,5,27,OTT,16,67.3,4,평일저녁,0,22,6.81
393,법정,3,19,케이블,12,13.4,3,주말심야,1,49,7.8
394,스릴러,1,17,케이블,24,64.7,4,평일심야,0,21,8.46
395,의학,4,11,지상파,12,67.2,1,주말저녁,0,34,10.63
396,판타지,1,25,케이블,20,90.7,3,주말저녁,0,40,12.49
397,사극,1,12,케이블,24,29.8,1,평일저녁,0,33,9.89
398,스릴러,1,12,케이블,16,33.7,1,평일심야,0,39,9.38
399,코미디,4,13,케이블,8,68.6,2,평일저녁,0,50,9.77
400,코미디,2,25,OTT,16,21.4,3,평일저녁,0,47,10.49
401,사극,5,5,지상파,16,46.0,1,주말저녁,0,24,11.89
402,법정,1,6,지상파,16,32.9,2,주말저녁,0,29,11.93
403,사극,1,12,지상파,24,56.3,2,평일저녁,1,41,13.45
404,스릴러,1,7,OTT,8,47.2,2,주말저녁,0,34,9.48
405,판타지,5,18,케이블,20,20.8,1,주말저녁,0,44,6.07
406,판타지,3,1,케이블,16,66.7,3,평일저녁,0,30,10.18
407,법정,4,22,케이블,12,15.3,4,평일저녁,0,40,7.52
408,의학,5,13,케이블,12,77.0,2,평일저녁,0,36,10.06
409,코미디,2,10,케이블,20,11.7,2,주말심야,1,50,11.41
410,사극,3,23,지상파,16,27.7,1,평일저녁,1,37,11.46
411,법정,2,26,OTT,12,85.0,3,평일저녁,0,44,11.29
412,스릴러,3,16,케이블,8,72.7,4,평일저녁,0,42,6.77
413,의학,2,23,지상파,16,65.0,2,주말저녁,0,37,13.09
414,코미디,4,20,지상파,16,19.7,4,평일저녁,0,27,9.23
415,사극,2,20,OTT,16,59.5,4,주말심야,1,40,11.3
416,판타지,5,4,OTT,32,77.6,1,주말저녁,0,44,5.91
417,스릴러,5,24,지상파,16,33.2,3,주말저녁,0,45,11.07
418,사극,3,1,케이블,20,87.1,3,평일저녁,0,43,10.3
419,코미디,3,12,지상파,20,47.0,1,평일저녁,0,23,10.45
420,코미디,4,15,지상파,16,73.4,3,평일저녁,0,46,11.82
421,스릴러,2,24,지상파,16,86.3,1,주말저녁,1,23,8.38
422,코미디,3,8,지상파,24,88.9,3,평일저녁,1,50,8.95
423,사극,1,29,지상파,8,65.6,2,평일저녁,0,44,16.31
424,판타지,2,11,OTT,16,5.8,3,평일저녁,1,23,5.14
425,로맨스,1,13,OTT,24,33.3,4,주말저녁,1,32,6.08
426,로맨스,1,9,지상파,16,83.2,1,평일저녁,0,23,14.07
427,판타지,5,1,OTT,24,92.6,4,주말저녁,0,30,6.74
428,스릴러,4,10,OTT,16,51.8,3,주말저녁,0,20,8.27
429,스릴러,2,12,케이블,16,30.4,1,주말저녁,1,38,9.05
430,의학,5,16,지상파,24,62.7,2,주말심야,0,20,5.96
431,의학,2,7,지상파,20,22.6,3,평일저녁,1,50,10.4
432,코미디,1,4,지상파,12,31.7,4,평일저녁,0,44,12.55
433,판타지,1,12,지상파,16,90.8,2,평일저녁,0,24,10.44
434,로맨스,3,4,OTT,16,31.6,2,주말심야,0,32,8.54
435,의학,3,29,OTT,24,31.4,3,주말저녁,0,48,8.11
436,스릴러,1,0,OTT,8,36.4,2,주말저녁,0,27,7.3
437,의학,5,26,OTT,16,9.2,4,평일저녁,0,37,8.81
438,판타지,5,30,지상파,12,10.6,2,주말저녁,0,40,8.09
439,법정,5,9,OTT,16,84.3,1,주말심야,0,49,8.02
440,판타지,2,5,지상파,20,28.4,2,주말저녁,0,23,10.03
441,로맨스,5,17,케이블,16,24.9,3,주말심야,1,34,6.19
442,사극,4,19,지상파,8,40.6,1,평일저녁,0,22,11.97
443,의학,4,26,케이블,12,11.8,3,주말저녁,1,35,5.84
444,로맨스,4,14,지상파,16,31.3,1,평일저녁,0,39,10.47
445,로맨스,5,15,케이블,12,30.0,2,주말저녁,0,28,11.45
446,로맨스,5,21,지상파,16,74.4,4,평일저녁,0,36,13.71
447,로맨스,2,17,케이블,32,16.1,2,평일심야,0,44,7.2
448,의학,1,9,지상파,20,71.4,2,주말저녁,0,36,10.6
449,법정,5,28,케이블,16,90.6,4,주말저녁,1,43,13.02
450,로맨스,2,29,지상파,20,79.5,4,주말저녁,0,32,13.97
451,코미디,1,11,지상파,32,9.4,1,평일저녁,0,28,10.19
452,사극,2,25,지상파,12,64.5,1,주말저녁,0,27,13.69
453,의학,4,30,케이블,16,73.5,3,평일심야,0,21,5.94
454,사극,1,2,케이블,16,50.7,4,주말저녁,0,26,11.22
455,판타지,1,7,지상파,12,18.9,2,주말저녁,0,45,12.45
456,법정,2,3,지상파,12,80.1,2,평일심야,0,38,8.21
457,법정,5,18,케이블,16,81.8,2,평일심야,0,25,6.07
458,판타지,1,5,케이블,16,35.7,1,주말저녁,0,37,8.61
459,법정,4,23,지상파,16,93.6,3,평일저녁,0,20,12.18
460,스릴러,1,29,케이블,16,77.1,1,평일저녁,1,24,13.66
461,코미디,4,16,케이블,24,63.1,1,평일심야,0,45,5.9
462,코미디,2,0,케이블,24,72.0,3,주말저녁,0,34,10.67
463,스릴러,2,24,지상파,16,14.4,2,주말저녁,0,25,10.55
464,법정,4,25,케이블,20,37.1,3,평일저녁,1,37,6.59
465,법정,1,30,OTT,20,63.7,4,주말심야,0,29,12.36
466,스릴러,4,25,케이블,12,82.2,1,주말저녁,0,21,6.58
467,스릴러,2,20,지상파,12,45.0,2,평일저녁,0,38,12.77
468,스릴러,3,11,케이블,24,44.7,3,평일심야,0,21,10.49
469,판타지,4,25,지상파,12,26.2,4,평일저녁,0,48,7.84
470,코미디,5,8,지상파,8,56.8,1,평일심야,0,21,3.32
471,코미디,2,28,OTT,16,98.3,2,주말저녁,0,35,9.73
472,판타지,5,22,케이블,8,28.9,3,주말저녁,1,47,6.08
473,로맨스,4,19,지상파,8,54.4,3,주말저녁,0,35,10.95
474,스릴러,3,14,지상파,16,12.9,3,평일저녁,0,43,11.94
475,판타지,3,28,케이블,20,63.1,4,주말심야,0,29,10.32
476,스릴러,3,11,지상파,8,81.2,1,평일저녁,0,28,12.7
477,의학,1,30,케이블,24,94.0,4,주말심야,0,47,10.87
478,사극,5,30,케이블,12,55.7,3,평일저녁,0,41,10.15
479,법정,5,25,케이블,16,57.9,2,평일저녁,0,28,11.19
480,로맨스,5,3,케이블,20,58.6,3,주말저녁,1,40,10.16
481,판타지,2,30,케이블,12,97.5,1,주말저녁,0,38,11.91
482,의학,1,11,케이블,16,98.4,2,평일저녁,0,43,7.39
483,스릴러,5,20,지상파,16,33.2,1,주말저녁,0,37,9.29
484,사극,5,18,케이블,12,49.0,3,주말저녁,0,27,13.38
485,코미디,5,10,지상파,32,21.9,1,평일저녁,0,39,8.67
486,스릴러,2,7,지상파,16,85.3,4,주말저녁,0,50,11.0
487,스릴러,5,19,케이블,12,55.5,1,평일저녁,0,49,10.32
488,로맨스,1,12,케이블,24,43.0,1,평일심야,0,28,10.29
489,의학,4,12,케이블,24,98.3,4,평일저녁,0,40,9.11
490,스릴러,2,7,케이블,20,58.5,2,평일저녁,1,43,11.72
491,사극,4,12,지상파,12,86.4,4,평일저녁,1,38,10.88
492,사극,1,5,지상파,24,70.3,1,주말심야,1,42,12.48
493,법정,4,1,지상파,32,84.6,1,평일심야,0,30,7.82
494,스릴러,4,1,지상파,16,64.7,1,평일저녁,1,50,12.94
495,법정,2,3,OTT,12,48.9,4,평일저녁,0,39,9.26
496,법정,2,16,OTT,24,42.4,2,주말심야,0,49,8.16
497,코미디,4,7,케이블,24,39.6,4,주말저녁,0,30,9.3
498,사극,5,17,케이블,16,38.9,4,주말저녁,0,36,8.76
499,로맨스,4,6,지상파,16,15.9,2,평일저녁,1,25,8.28
500,사극,5,2,케이블,32,63.0,1,평일저녁,0,24,5.77
501,사극,5,26,케이블,16,94.8,2,주말저녁,0,28,12.65
502,코미디,4,9,OTT,16,26.8,2,평일저녁,0,40,9.44
503,법정,5,30,지상파,24,80.0,4,주말저녁,0,30,13.85
504,사극,1,22,지상파,16,10.3,3,평일심야,0,38,11.2
505,사극,5,20,케이블,16,56.5,3,주말저녁,0,26,9.08
506,로맨스,4,1,케이블,16,79.1,3,주말심야,0,38,7.81
507,판타지,4,15,지상파,8,95.8,4,평일저녁,0,31,9.54
508,사극,5,15,케이블,12,82.2,3,주말저녁,0,24,7.26
509,사극,4,20,케이블,12,44.3,2,평일심야,0,49,8.94
510,스릴러,3,8,OTT,32,45.1,4,평일저녁,0,33,5.63
511,판타지,3,23,OTT,20,49.1,4,평일저녁,0,50,8.08
512,스릴러,4,12,지상파,20,47.4,1,평일심야,1,48,8.37
513,코미디,4,6,지상파,12,45.3,2,평일심야,0,35,6.86
514,사극,2,26,케이블,16,78.4,1,주말저녁,0,45,11.11
515,사극,5,8,OTT,16,41.0,2,주말저녁,0,39,6.68
516,사극,5,3,케이블,20,26.8,4,평일심야,0,46,4.09
517,스릴러,1,18,케이블,8,21.0,3,주말저녁,0,28,13.33
518,로맨스,4,27,지상파,16,96.7,2,평일저녁,0,38,10.46
519,판타지,5,9,지상파,16,79.3,4,주말저녁,1,25,8.63
520,사극,1,12,지상파,16,67.3,4,평일저녁,0,34,13.41
521,로맨스,2,7,지상파,20,89.0,1,주말저녁,1,35,11.07
522,판타지,5,26,지상파,20,18.9,2,평일저녁,1,44,9.19
523,스릴러,4,5,OTT,24,22.2,1,평일저녁,0,24,6.16
524,로맨스,2,8,케이블,16,60.6,4,주말저녁,0,32,13.45
525,코미디,4,11,OTT,16,27.5,1,주말저녁,0,47,8.76
526,로맨스,5,4,지상파,16,39.7,4,평일저녁,1,50,8.9
527,로맨스,5,26,지상파,16,95.5,2,주말저녁,0,30,12.24
528,사극,2,0,케이블,16,63.3,1,평일저녁,0,35,5.9
529,코미디,2,10,지상파,16,14.8,3,평일저녁,0,50,8.9
530,스릴러,2,21,지상파,12,66.0,4,평일심야,1,36,8.65
531,스릴러,3,16,OTT,16,28.8,1,평일저녁,0,42,6.39
532,코미디,1,13,케이블,8,39.1,1,주말심야,0,31,8.51
533,스릴러,4,14,지상파,16,44.8,2,평일저녁,0,34,13.05
534,스릴러,5,27,케이블,16,25.7,1,평일심야,0,36,5.66
535,로맨스,1,9,지상파,32,50.5,1,평일저녁,0,33,9.65
536,로맨스,2,15,지상파,16,98.2,3,평일저녁,0,40,15.41
537,판타지,4,2,지상파,16,9.8,4,평일저녁,1,42,8.26
538,법정,2,23,케이블,16,28.3,2,주말저녁,0,32,10.18
539,법정,2,4,지상파,20,83.1,1,평일심야,0,46,6.67
540,의학,2,13,OTT,16,65.1,3,평일저녁,0,43,7.33
541,로맨스,3,30,지상파,16,16.3,2,주말저녁,0,36,13.79
542,코미디,3,25,케이블,16,64.6,4,평일심야,0,50,7.32
543,스릴러,1,23,지상파,8,30.4,1,평일저녁,0,47,11.4
544,의학,1,19,케이블,32,76.7,2,평일저녁,0,25,10.06
545,사극,1,24,OTT,20,66.9,4,주말심야,0,46,10.45
546,로맨스,2,13,지상파,16,67.0,4,평일심야,0,25,12.26
547,사극,4,1,OTT,12,68.9,3,주말심야,0,41,5.81
548,로맨스,3,11,지상파,32,82.4,1,평일저녁,0,26,9.42
549,스릴러,2,14,지상파,16,36.5,3,평일저녁,0,40,12.17
550,로맨스,4,6,지상파,8,76.2,1,평일저녁,0,28,11.68
551,사극,1,7,OTT,24,77.3,2,평일심야,0,46,8.74
552,코미디,3,12,케이블,16,89.6,4,평일저녁,0,21,10.56
553,코미디,3,9,지상파,16,31.4,3,주말심야,1,34,8.79
554,의학,2,15,지상파,8,49.7,3,주말저녁,1,24,11.82
555,법정,1,0,지상파,16,86.2,3,평일심야,0,24,12.99
556,코미디,4,24,지상파,12,69.9,3,평일심야,0,25,10.4
557,판타지,1,28,케이블,32,43.2,1,주말저녁,0,47,12.15
558,법정,4,0,지상파,12,46.8,2,주말심야,0,43,8.0
559,판타지,4,8,지상파,24,68.0,2,주말저녁,0,24,6.51
560,의학,5,23,OTT,20,37.3,4,평일심야,0,20,6.66
561,의학,5,27,지상파,16,36.6,4,평일저녁,0,35,12.52
562,스릴러,2,2,지상파,16,70.6,4,평일저녁,0,32,10.59
563,사극,4,10,케이블,20,71.4,1,평일심야,0,45,10.24
564,법정,4,13,케이블,16,35.1,2,주말저녁,0,30,9.04
565,판타지,5,22,지상파,16,12.7,2,평일저녁,0,28,11.28
566,사극,3,8,OTT,12,16.5,3,주말저녁,0,26,9.67
567,스릴러,1,30,케이블,16,60.7,2,주말저녁,0,35,11.75
568,의학,3,6,케이블,20,72.7,2,평일저녁,0,43,8.74
569,로맨스,2,17,지상파,16,35.4,3,주말저녁,0,36,11.93
570,스릴러,1,14,지상파,16,69.7,3,주말저녁,0,48,13.64
571,코미디,3,28,OTT,24,30.2,2,평일심야,0,25,7.09
572,판타지,5,4,지상파,12,21.0,2,평일심야,0,47,5.41
573,스릴러,5,21,케이블,12,63.1,3,평일저녁,0,30,9.13
574,판타지,3,24,OTT,16,89.3,1,평일저녁,1,49,9.15
575,법정,4,15,지상파,16,30.4,3,주말저녁,1,37,9.43
576,법정,2,23,OTT,32,31.5,2,주말저녁,0,23,11.64
577,코미디,4,14,지상파,16,63.0,1,평일저녁,1,45,10.15
578,법정,2,12,케이블,16,95.8,1,평일심야,0,22,10.89
579,사극,4,14,OTT,16,55.8,1,평일심야,0,30,6.67
580,판타지,3,4,지상파,12,49.5,2,평일저녁,0,38,10.92
581,코미디,3,16,지상파,16,58.3,3,평일저녁,0,35,10.32
582,로맨스,2,18,지상파,16,41.1,4,평일심야,1,25,10.02
583,판타지,3,4,지상파,16,24.5,2,주말저녁,0,33,9.61
584,판타지,4,14,OTT,8,30.8,3,주말저녁,0,31,8.88
585,판타지,1,26,지상파,16,10.2,2,주말저녁,0,49,12.7
586,법정,1,1,케이블,20,49.2,2,주말심야,1,28,10.64
587,로맨스,3,24,케이블,16,10.2,1,주말저녁,0,25,11.38
588,사극,5,6,지상파,16,36.4,4,평일저녁,1,44,9.79
589,로맨스,3,11,OTT,16,89.8,3,평일저녁,0,23,11.51
590,로맨스,4,14,OTT,16,43.2,3,주말저녁,0,50,9.55
591,사극,1,14,케이블,12,71.7,2,주말심야,0,47,10.28
592,코미디,3,21,OTT,16,45.3,2,주말저녁,0,49,9.85
593,판타지,5,21,지상파,16,79.1,3,평일저녁,0,43,6.82
594,코미디,4,6,지상파,16,91.3,3,평일심야,0,26,9.76
595,코미디,1,3,케이블,16,95.8,2,평일심야,0,26,6.54
596,판타지,3,17,OTT,12,60.1,2,주말저녁,0,46,8.78
597,판타지,2,3,OTT,16,36.2,2,평일심야,0,49,6.08
598,판타지,2,10,케이블,12,50.9,2,평일저녁,0,28,11.72
599,로맨스,3,22,OTT,12,25.2,2,평일심야,0,41,6.12
600,코미디,4,7,케이블,16,87.1,4,주말저녁,0,26,9.7
601,법정,5,21,OTT,16,13.9,1,평일심야,0,36,4.84
602,스릴러,2,21,케이블,16,45.1,3,평일저녁,0,38,10.82
603,법정,1,0,OTT,16,83.4,2,평일저녁,0,23,10.73
604,로맨스,5,8,지상파,16,82.5,1,주말저녁,0,46,12.44
605,판타지,1,19,지상파,24,42.0,2,평일저녁,0,31,11.2
606,법정,4,29,OTT,16,24.4,1,평일저녁,0,39,7.2
607,스릴러,2,5,케이블,20,24.4,4,주말저녁,0,48,12.46
608,사극,1,9,케이블,24,30.3,1,평일저녁,0,46,11.38
609,스릴러,3,25,OTT,16,34.9,2,평일심야,0,46,6.92
610,스릴러,1,4,케이블,12,20.0,4,평일저녁,0,44,11.02
611,의학,3,10,지상파,8,36.7,1,평일심야,0,26,9.22
612,스릴러,2,19,케이블,20,65.1,3,평일저녁,0,25,11.35
613,법정,1,21,지상파,16,79.9,2,평일심야,0,42,11.37
614,스릴러,2,15,OTT,16,30.8,1,주말저녁,1,41,9.02
615,법정,4,2,지상파,16,63.8,3,주말저녁,0,45,12.27
616,코미디,1,13,OTT,20,24.5,4,평일심야,0,31,10.23
617,의학,5,8,지상파,32,15.3,1,평일저녁,0,36,7.37
618,스릴러,1,21,케이블,24,82.7,3,평일저녁,0,33,14.78
619,법정,1,0,케이블,24,5.6,2,평일심야,0,32,8.1
620,로맨스,2,26,지상파,24,97.3,2,평일저녁,0,23,11.64
621,사극,3,18,지상파,24,59.0,3,평일저녁,0,45,8.84
622,코미디,2,14,케이블,32,75.1,1,평일심야,0,43,8.11
623,사극,5,19,케이블,16,46.1,1,주말심야,0,37,7.64
624,사극,1,24,지상파,16,18.4,2,평일저녁,0,46,14.18
625,스릴러,3,3,케이블,16,91.1,3,평일저녁,0,48,8.93
626,의학,4,2,OTT,8,25.4,1,주말저녁,0,34,9.99
627,의학,1,28,OTT,16,27.7,3,주말저녁,0,45,13.73
628,코미디,1,30,케이블,8,78.6,3,평일심야,0,50,10.34
629,사극,1,7,OTT,24,31.9,4,평일저녁,0,34,10.68
630,사극,2,10,지상파,12,87.1,2,평일저녁,0,48,13.93
631,법정,4,1,지상파,16,52.3,3,주말심야,0,45,6.08
632,로맨스,1,10,지상파,12,66.8,4,평일저녁,1,46,13.82
633,코미디,2,24,케이블,16,23.7,3,평일심야,0,31,8.28
634,의학,3,1,지상파,16,60.8,3,주말저녁,0,20,12.12
635,의학,2,3,OTT,24,64.7,2,평일심야,0,32,4.97
636,스릴러,3,8,케이블,12,77.7,2,주말저녁,0,29,8.0
637,의학,4,0,지상파,24,92.2,4,평일저녁,0,31,7.98
638,법정,2,8,OTT,20,56.3,2,평일저녁,0,38,9.2
639,스릴러,4,7,OTT,12,34.6,3,주말심야,0,22,4.22
640,로맨스,2,28,OTT,16,17.7,2,주말저녁,0,22,12.42
641,법정,2,25,지상파,16,21.5,4,주말심야,0,26,10.62
642,로맨스,4,10,지상파,16,62.5,4,주말저녁,0,30,11.49
643,법정,1,16,케이블,24,8.2,2,주말저녁,0,47,8.64
644,법정,2,10,OTT,12,8.5,2,주말저녁,1,26,7.84
645,로맨스,1,6,지상파,16,90.5,3,평일저녁,0,44,10.72
646,코미디,3,7,OTT,8,52.9,2,평일심야,0,26,5.2
647,판타지,2,27,지상파,16,58.5,2,평일저녁,0,20,8.97
648,의학,2,2,OTT,16,97.7,2,주말심야,0,49,9.7
649,코미디,1,0,지상파,16,87.1,3,평일심야,0,39,11.18
650,로맨스,3,9,OTT,24,50.9,2,주말저녁,0,29,9.18
651,판타지,2,27,OTT,16,83.2,2,평일저녁,0,33,11.24
652,스릴러,4,22,OTT,32,17.4,4,평일저녁,0,42,8.33
653,사극,5,2,케이블,12,33.2,2,평일저녁,1,27,9.03
654,의학,5,8,지상파,12,16.7,3,평일저녁,1,26,7.97
655,스릴러,1,29,지상파,8,77.8,1,주말심야,0,24,10.62
656,로맨스,5,23,지상파,16,12.3,4,평일저녁,1,22,6.99
657,의학,3,24,케이블,16,53.0,2,주말심야,0,41,7.21
658,의학,1,11,지상파,12,95.4,3,평일심야,0,20,10.99
659,법정,1,0,지상파,16,25.1,1,평일저녁,0,36,8.43
660,로맨스,5,18,지상파,24,92.3,3,주말저녁,0,39,9.22
661,로맨스,4,28,케이블,20,71.8,1,평일저녁,1,28,11.38
662,의학,3,30,지상파,16,79.5,3,주말저녁,1,33,14.5
663,사극,2,17,OTT,20,10.0,3,평일저녁,0,41,12.72
664,사극,4,27,지상파,20,20.7,3,평일저녁,0,47,11.07
665,법정,5,22,케이블,12,85.4,4,평일저녁,0,35,10.97
666,로맨스,5,4,지상파,20,50.6,1,평일저녁,1,44,6.86
667,법정,5,16,지상파,20,66.8,2,주말저녁,0,27,14.85
668,법정,5,8,OTT,24,92.7,1,주말저녁,1,44,9.39
669,판타지,1,26,지상파,20,29.9,4,주말심야,0,27,9.08
670,코미디,3,10,지상파,12,94.4,4,주말저녁,0,48,7.8
671,코미디,2,22,케이블,24,66.6,2,평일저녁,0,37,11.33
672,코미디,5,4,케이블,12,83.9,4,평일저녁,0,49,8.27
673,로맨스,2,16,케이블,8,68.9,2,주말저녁,0,21,13.16
674,판타지,2,7,OTT,20,50.8,3,평일저녁,0,31,9.08
675,사극,1,12,지상파,16,52.2,1,주말저녁,0,26,14.85
676,의학,5,20,케이블,24,76.6,3,주말저녁,0,34,8.5
677,법정,2,19,지상파,24,60.4,4,평일저녁,0,20,13.86
678,코미디,2,20,케이블,8,22.8,2,평일저녁,0,28,11.48
679,코미디,2,9,지상파,16,28.1,2,평일저녁,0,45,13.82
680,법정,4,22,OTT,16,13.7,4,주말심야,0,28,5.26
681,사극,2,13,지상파,16,72.3,3,평일저녁,0,40,12.68
682,스릴러,5,29,지상파,16,16.1,3,평일심야,0,42,5.12
683,코미디,1,15,케이블,32,54.5,2,주말저녁,0,25,9.88
684,로맨스,1,22,지상파,24,67.0,1,주말저녁,0,32,13.21
685,로맨스,2,11,케이블,16,50.1,3,주말저녁,0,49,12.61
686,의학,3,27,지상파,16,5.3,1,주말저녁,0,50,10.39
687,법정,4,25,케이블,8,40.1,3,주말저녁,0,25,8.41
688,사극,2,20,OTT,20,27.8,3,평일저녁,0,28,6.6
689,코미디,2,13,케이블,20,19.2,3,주말저녁,0,49,8.46
690,판타지,4,17,케이블,16,85.0,2,평일저녁,0,45,9.53
691,코미디,3,18,지상파,12,60.7,2,주말저녁,1,26,10.7
692,의학,1,5,케이블,16,97.5,3,평일저녁,0,24,10.14
693,로맨스,3,4,케이블,8,99.5,1,주말저녁,0,32,8.66
694,사극,4,28,케이블,24,31.6,2,주말저녁,0,33,11.44
695,법정,5,6,OTT,24,82.5,4,평일저녁,0,34,6.95
696,사극,1,21,지상파,16,77.7,3,주말저녁,0,27,13.8
697,로맨스,2,19,케이블,16,84.8,4,평일저녁,0,31,8.71
698,사극,3,18,지상파,32,72.2,1,평일심야,0,33,7.63
699,의학,5,19,지상파,12,16.8,1,주말저녁,0,35,10.43
700,스릴러,4,27,OTT,16,39.4,4,평일심야,0,24,5.58
701,스릴러,4,15,지상파,16,24.3,1,평일심야,0,39,8.52
702,로맨스,3,17,지상파,32,67.4,1,주말저녁,0,49,11.2
703,로맨스,4,28,지상파,16,36.5,3,평일저녁,0,22,11.21
704,판타지,3,11,지상파,24,14.0,2,주말저녁,0,50,8.57
705,로맨스,4,17,지상파,8,67.0,4,평일저녁,0,27,12.84
706,스릴러,2,10,지상파,24,56.2,4,주말심야,0,36,11.62
707,사극,2,5,케이블,16,25.0,3,평일저녁,0,37,9.58
708,법정,4,5,OTT,12,41.9,2,주말저녁,0,47,10.18
709,로맨스,4,18,케이블,20,78.6,1,주말저녁,0,49,8.69
710,판타지,4,26,OTT,16,64.3,3,평일심야,0,42,8.7
711,로맨스,4,19,케이블,12,15.3,4,주말저녁,0,45,7.91
712,코미디,1,8,지상파,12,95.3,4,평일저녁,0,28,12.11
713,사극,4,12,지상파,8,66.8,3,평일심야,0,37,7.07
714,사극,5,25,케이블,12,92.4,1,주말저녁,0,39,9.02
715,사극,4,19,지상파,8,54.8,4,평일저녁,0,43,13.58
716,법정,5,30,OTT,8,19.4,1,평일저녁,1,43,9.57
717,의학,3,22,지상파,20,51.2,2,주말저녁,0,38,13.46
718,로맨스,3,10,케이블,16,62.9,1,평일저녁,0,48,8.63
719,코미디,4,29,지상파,16,56.9,3,평일저녁,1,29,9.92
720,판타지,5,6,케이블,12,11.5,1,평일심야,0,50,3.39
721,스릴러,3,11,지상파,16,91.3,4,평일심야,0,22,9.37
722,의학,2,21,지상파,16,72.3,2,평일심야,0,24,10.14
723,법정,3,5,지상파,12,15.6,1,평일심야,0,25,10.25
724,법정,1,9,케이블,24,41.5,3,평일심야,0,28,9.04
725,법정,4,6,지상파,24,66.8,3,주말저녁,0,42,11.21
726,법정,2,24,케이블,32,17.4,3,주말저녁,0,48,11.31
727,법정,5,11,케이블,32,82.8,2,평일심야,0,43,5.53
728,로맨스,1,22,지상파,16,14.8,3,평일저녁,0,40,8.32
729,스릴러,4,0,지상파,8,87.7,1,평일심야,1,44,5.69
730,사극,3,7,지상파,16,42.8,2,평일저녁,0,40,9.55
731,법정,3,9,OTT,16,38.3,1,평일심야,0,39,6.04
732,사극,1,9,지상파,12,20.6,2,평일심야,0,28,8.04
733,사극,2,24,지상파,20,60.8,3,평일저녁,0,47,13.94
734,코미디,5,4,지상파,8,98.3,4,평일심야,1,25,7.8
735,로맨스,5,22,OTT,24,48.0,1,평일저녁,0,49,9.64
736,법정,1,13,지상파,12,69.8,3,평일심야,0,49,8.41
737,사극,3,13,케이블,16,98.0,3,평일저녁,0,30,5.19
738,로맨스,3,2,케이블,24,52.4,3,평일저녁,1,20,7.22
739,코미디,3,22,케이블,8,43.9,1,평일저녁,1,35,12.86
740,코미디,4,23,케이블,12,98.3,4,주말심야,0,28,10.11
741,스릴러,3,6,OTT,16,45.3,2,평일저녁,0,44,4.42
742,코미디,5,10,OTT,16,53.6,3,평일저녁,0,25,6.9
743,스릴러,4,0,케이블,16,67.1,2,평일저녁,0,20,6.6
744,스릴러,3,5,지상파,16,21.7,1,평일저녁,0,25,8.87
745,로맨스,5,19,지상파,16,83.4,1,평일심야,0,37,9.2
746,판타지,1,22,지상파,20,54.2,3,평일심야,0,46,8.48
747,로맨스,4,12,OTT,20,91.0,2,평일저녁,0,35,9.31
748,사극,1,0,케이블,20,37.1,2,평일심야,0,39,9.51
749,스릴러,1,6,지상파,16,28.5,4,평일심야,0,23,9.41
750,판타지,4,2,케이블,8,85.0,4,평일심야,0,46,7.54
751,코미디,5,20,지상파,16,34.7,4,평일저녁,1,32,7.83
752,코미디,3,10,케이블,20,73.2,4,주말저녁,1,33,11.23
753,의학,3,23,OTT,16,66.8,1,평일저녁,1,42,10.71
754,로맨스,5,1,지상파,24,17.2,2,평일심야,0,21,6.72
755,코미디,3,2,케이블,24,57.0,3,주말저녁,0,40,5.96
756,로맨스,2,23,지상파,20,72.9,4,평일저녁,0,46,15.24
757,의학,1,14,OTT,24,53.0,1,평일심야,0,36,6.38
758,판타지,2,23,OTT,16,39.0,3,평일저녁,0,49,9.48
759,판타지,4,6,지상파,16,66.3,1,주말심야,0,24,8.54
